职位,公司,地址,薪酬,标签
Java开发经理,山东博正中联信息科技股份有限公司,济南-高新区,1-1.5万/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['餐补'], ['通讯补贴'], ['带薪年假'], ['节假日福利']], ['济南-高新区', '无工作经验', '招2人', '09-03发布']]"
JAVA软件工程师,上海警辉电子科技有限公司,上海-闵行区,0.5-1万/月,"[[['五险一金'], ['通讯补贴'], ['餐饮补贴'], ['免费班车'], ['年终奖金']], ['上海-闵行区', '3-4年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,牧中（上海）物联网科技有限公司,上海-静安区,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['年终奖金']], ['上海-静安区', '3-4年经验', '本科', '招10人', '09-03发布']]"
java开发工程师,深圳市闻诺科技有限公司,深圳-宝安区,1-2万/月,"[[], ['深圳-宝安区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java开发实习生,杭州仁卓软件有限公司,杭州-滨江区,4-6千/月,"[[['定期体检'], ['绩效奖金'], ['员工旅游'], ['补充公积金'], ['专业培训'], ['五险一金']], ['杭州-滨江区', '无工作经验', '大专', '招若干人', '09-03发布']]"
Java高级开发工程师,江苏达海智能系统股份有限公司,上海-杨浦区,1.5-2.5万/月,"[[['五险一金'], ['专业培训'], ['绩效奖金'], ['定期体检']], ['上海-杨浦区', '2年经验', '本科', '招若干人', '09-03发布']]"
JAVA开发工程师,北京文创思宇科技发展有限公司,北京-西城区,0.8-1.5万/月,"[[], ['北京-西城区', '3-4年经验', '本科', '招3人', '09-03发布', '英语精通']]"
Java高级开发工程师,上海欣方信息科技有限公司,上海,1-2.5万/月,"[[['五险一金'], ['绩效奖金'], ['补充医疗保险'], ['定期体检'], ['弹性工作'], ['员工旅游']], ['上海', '无工作经验', '招2人', '09-03发布']]"
Java资深开发工程师,雷技信息科技（上海）有限公司南京...,南京-建邺区,1.5-2万/月,"[[['五险一金'], ['弹性工作'], ['定期体检'], ['专业培训'], ['出国机会'], ['绩效奖金'], ['员工旅游'], ['年终奖金']], ['南京-建邺区', '5-7年经验', '本科', '招1人', '09-03发布']]"
高级开发工程师（Java）（创新产品部）,北京卓信智恒数据科技股份有限公司,长沙-雨花区,0.9-1.2万/月,"[[['五险一金'], ['补充医疗保险'], ['通讯补贴'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['节日福利']], ['长沙-雨花区', '无工作经验', '招2人', '09-03发布']]"
Java开发工程师/Java软件工程师,广东放假国际旅游股份有限公司,深圳-福田区,1-1.5万/月,"[[], ['深圳-福田区', '2年经验', '大专', '招2人', '09-03发布']]"
JAVA软件开发工程师,南京铁行网络科技有限公司,南京-秦淮区,0.8-1.5万/月,"[[['五险一金'], ['绩效奖金'], ['员工旅游'], ['年终奖金'], ['专业培训'], ['餐饮补贴'], ['交通补贴']], ['南京-秦淮区', '2年经验', '招4人', '09-03发布']]"
Java开发工程师,北京裕翔创力科技有限责任公司,西安,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['出国机会'], ['年终奖金'], ['绩效奖金'], ['专业培训']], ['西安', '3-4年经验', '大专', '招10人', '09-03发布']]"
Java开发工程师,深圳云网联合手机通讯有限公司,深圳-龙华新区,1.5-3万/月,"[[['五险一金'], ['餐饮补贴'], ['弹性工作'], ['定期体检'], ['绩效奖金'], ['年终奖金'], ['员工旅游']], ['深圳-龙华新区', '3-4年经验', '本科', '招3人', '09-03发布', '计算机工程', '软件工程']]"
Java开发工程师,江苏江波信息科技股份有限公司,南京,4.5-8千/月,"[[['餐饮补贴'], ['年终奖金'], ['五险一金']], ['南京', '3-4年经验', '本科', '招1人', '09-03发布']]"
资深JAVA工程师,成都天普企业管理咨询有限公司,成都-高新区,1.8-2.5万/月,"[[], ['成都-高新区', '无工作经验', '本科', '招若干人', '09-03发布']]"
JAVA高级架构师,慧影医疗科技（北京）有限公司,北京-海淀区,3-5万/月,"[[['五险一金'], ['专业培训'], ['出国机会'], ['年终奖金'], ['绩效奖金'], ['弹性工作']], ['北京-海淀区', '5-7年经验', '本科', '招1人', '09-03发布']]"
JAVA高级软件工程师,异联信息技术（上海）有限公司,上海-静安区,6-8千/月,"[[['五险一金'], ['定期体检'], ['员工旅游'], ['专业培训'], ['年终奖金']], ['上海-静安区', '2年经验', '大专', '招若干人', '09-03发布', '英语良好', '计算机科学与技术', '软件工程']]"
JAVA 程序员（中级/高级)-CAIDAO才到,上海云武华科技有限公司,上海-徐汇区,1.5-2.5万/月,"[[['五险一金'], ['补充医疗保险'], ['股票期权'], ['员工旅游'], ['年终奖金'], ['弹性工作'], ['电脑补贴']], ['上海-徐汇区', '3-4年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师,苏州麦迪斯顿医疗科技股份有限公司,苏州,0.8-1万/月,"[[['做五休二'], ['周末双休'], ['五险一金'], ['免费班车'], ['绩效奖金'], ['餐饮补贴']], ['苏州', '3-4年经验', '本科', '招5人', '09-03发布']]"
Java开发工程师,重庆数字城市科技有限公司,重庆-渝北区,0.5-1.2万/月,"[[['五险一金'], ['绩效奖金'], ['定期体检'], ['餐饮补贴'], ['专业培训'], ['年底双薪'], ['节日福利'], ['高温补贴'], ['带薪年假']], ['重庆-渝北区', '无工作经验', '招3人', '09-03发布']]"
java开发工程师(J11263),上海易果电子商务有限公司,上海-长宁区,1.2-2.5万/月,"[[['五险一金'], ['定期体检'], ['专业培训'], ['员工旅游'], ['年终奖金']], ['上海-长宁区', '5-7年经验', '本科', '招2人', '09-03发布']]"
Java高级开发工程师,广东海启星海洋科技有限公司,广州-番禺区,13-40万/年,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['定期体检']], ['广州-番禺区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java中级工程师,伟仕佳杰控股有限公司,深圳-南山区,1-1.5万/月,"[[['五险一金'], ['定期体检'], ['年终奖金'], ['员工旅游']], ['深圳-南山区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java服务器端开发工程师,深圳市通程软件开发有限公司,深圳-龙华新区,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['节日福利'], ['住房补贴']], ['深圳-龙华新区', '3-4年经验', '大专', '招2人', '09-03发布']]"
高级java开发工程师,苏州神海港航数据服务有限公司,苏州-工业园区,1-1.8万/月,"[[], ['苏州-工业园区', '5-7年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,大连晶和信科技有限公司,大连-高新园区,4.5-6千/月,"[[], ['大连-高新园区', '2年经验', '大专', '招若干人', '09-03发布']]"
JAVA开发工程师,鹏讯科技（大连）有限公司,大连-高新园区,0.8-1.2万/月,"[[], ['大连-高新园区', '2年经验', '招3人', '09-03发布']]"
Java工程师（财务系统）,携程旅行网IT技术区,上海-长宁区,20-30万/年,"[[['弹性工作'], ['五险一金'], ['餐饮补贴'], ['绩效奖金']], ['上海-长宁区', '无工作经验', '招若干人', '09-03发布']]"
Java高级开发工程师,武汉市有余乐科技有限公司,武汉-洪山区,0.8-1.5万/月,"[[['带薪年假'], ['五险一金'], ['节日福利'], ['绩效奖金'], ['年终奖金'], ['弹性工作'], ['员工旅游'], ['生日惊喜']], ['武汉-洪山区', '3-4年经验', '大专', '招3人', '09-03发布']]"
Java开发工程师,深圳森香科技有限公司,深圳-南山区,1.5-3万/月,"[[['五险一金'], ['员工旅游'], ['定期体检'], ['节日福利'], ['年底双薪'], ['餐饮补贴']], ['深圳-南山区', '5-7年经验', '本科', '招3人', '09-03发布']]"
高级Java开发工程师,深圳传音控股股份有限公司,深圳-南山区,1.5-2.5万/月,"[[], ['深圳-南山区', '无工作经验', '大专', '招1人', '09-03发布']]"
java工程师,东莞市政邦网络科技有限公司,东莞-南城区,1.2-2.5万/月,"[[['五险一金'], ['补充医疗保险'], ['补充公积金'], ['员工旅游'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['弹性工作']], ['东莞-南城区', '3-4年经验', '本科', '招2人', '09-03发布', '英语熟练']]"
Java开发工程师,北京南北天地科技股份有限公司广州...,广州-天河区,0.7-1万/月,"[[['五险一金'], ['补充公积金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['定期体检'], ['出差补贴']], ['广州-天河区', '2年经验', '招5人', '09-03发布']]"
java工程师(中高级）,深圳鹏锐信息技术股份有限公司,深圳-南山区,1-2.5万/月,"[[['五险一金'], ['弹性工作'], ['周末双休'], ['下午茶'], ['员工旅游'], ['工作日餐补'], ['年假15天']], ['深圳-南山区', '无工作经验', '大专', '招若干人', '09-03发布']]"
Java高级开发工程师,上海商桥供应链服务有限公司,上海-青浦区,1.5-2.5万/月,"[[], ['上海-青浦区', '无工作经验', '招2人', '09-03发布']]"
资深Java开发工程师,上海慧龙计算机系统有限公司,上海-普陀区,1.5-2.2万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['年终奖金'], ['交通补贴']], ['上海-普陀区', '3-4年经验', '本科', '招2人', '09-03发布', '英语良好']]"
高级研发工程师(JAVA),安徽博领网络科技有限公司,合肥-蜀山区,0.8-1.5万/月,"[[['女生节'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['绩效奖金'], ['年终奖金'], ['节日福利'], ['项目提成']], ['合肥-蜀山区', '5-7年经验', '大专', '招2人', '09-03发布']]"
Java高级开发工程师/Team Leader,上海茵实企业管理咨询有限公司,上海-静安区,2.5-4万/月,"[[], ['上海-静安区', '10年以上经验', '本科', '招2人', '09-03发布', '英语']]"
Java高级开发工程师,年享人力资源管理（上海）有限公司,上海-黄浦区,2-2.5万/月,"[[['五险一金'], ['定期体检'], ['绩效奖金'], ['年终奖金'], ['员工旅游']], ['上海-黄浦区', '3-4年经验', '本科', '招1人', '09-03发布', '英语熟练', '计算机科学与技术']]"
集团客户体验事业群-Java架构师-杭州,阿里巴巴集团,杭州,,"[[], ['杭州', '5-7年经验', '本科', '招15人', '09-03发布']]"
Java高级开发工程师,广州漫漫数码科技有限公司,广州,1-1.5万/月,"[[], ['广州', '5-7年经验', '大专', '招3人', '09-03发布', '普通话']]"
Java开发工程师,南京多邦软件有限公司,南京,0.7-1万/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['定期体检'], ['年终奖金'], ['绩效奖金']], ['南京', '1年经验', '本科', '招5人', '09-03发布', '英语良好', '计算机科学与技术', '电子信息科学与技术']]"
java高级开发工程师,广州市知微科技有限公司,广州-天河区,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['专业培训'], ['年终奖金'], ['定期体检']], ['广州-天河区', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java软件开发（应届生）,山东舜德数据管理软件工程有限公司,济南,3-4千/月,"[[['五险一金'], ['绩效奖金'], ['专业培训'], ['餐饮补贴'], ['年终奖金']], ['济南', '无工作经验', '本科', '招3人', '09-03发布']]"
初级Java/Android移动开发助理,河南金云文化传播有限公司,郑州,3-5.3千/月,"[[['五险一金'], ['补充医疗保险'], ['补充公积金'], ['员工旅游'], ['餐饮补贴'], ['年终奖金'], ['绩效奖金'], ['定期体检'], ['出国机会']], ['郑州', '无工作经验', '大专', '招3人', '09-03发布']]"
Java高级开发工程师,深圳市艾佳威信息技术有限公司,深圳-龙华新区,10-15万/年,"[[['绩效奖金'], ['年终奖金'], ['餐饮补贴'], ['五险一金'], ['交通补贴'], ['通讯补贴'], ['弹性工作'], ['定期体检']], ['深圳-龙华新区', '5-7年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,重庆大数据研究院有限公司,重庆-渝北区,0.6-1万/月,"[[['五险一金'], ['交通补贴'], ['通讯补贴'], ['定期体检'], ['带薪年假']], ['重庆-渝北区', '3-4年经验', '本科', '招2人', '09-03发布']]"
JAVA开发工程师,天津市八彦图信息科技有限公司,天津-和平区,0.8-1.5万/月,"[[['五险一金'], ['绩效奖金'], ['午餐'], ['法定假期'], ['周末双休']], ['天津-和平区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,上海凌脉网络科技股份有限公司,无锡-无锡新区,0.8-1万/月,"[[['五险一金'], ['餐饮补贴'], ['通讯补贴'], ['绩效奖金'], ['年终奖金'], ['股票期权'], ['员工旅游']], ['无锡-无锡新区', '3-4年经验', '大专', '招4人', '09-03发布', '普通话熟练']]"
JAVA软件工程师,北京华正世纪软件技术有限公司,北京-石景山区,0.7-1.5万/月,"[[['五险一金'], ['绩效奖金'], ['定期体检'], ['餐饮补贴'], ['年终奖金']], ['北京-石景山区', '2年经验', '本科', '招2人', '09-03发布', '计算机科学', '软件工程']]"
Java JS去日软件工程师,沈阳探路者科技有限公司,异地招聘,1.5-3万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['出国机会'], ['年终奖金'], ['定期体检'], ['专业培训'], ['员工旅游']], ['国外', '1年经验', '本科', '招10人', '09-03发布', '英语良好', '日语一般', '计算机科学与技术', '日语']]"
软件工程师-JAVA开发,珠海市震星信息技术有限公司,珠海,6-8千/月,"[[['五险一金'], ['补充医疗保险'], ['补充公积金'], ['餐饮补贴'], ['年终奖金'], ['定期体检']], ['珠海', '2年经验', '本科', '招5人', '09-03发布', '英语']]"
Java开发工程师 (MJ001322),欢聚时代（多玩YY）,异地招聘,1.4-1.8万/月,"[[], ['广东省', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java技术经理,江西金融登记结算中心有限公司,深圳-南山区,20-30万/年,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['深圳-南山区', '无工作经验', '本科', '招1人', '09-03发布']]"
JAVA高级软件工程师,燕梭金融信息科技（上海）有限公司,上海-浦东新区,0.9-1.8万/月,"[[['免费班车'], ['餐饮补贴'], ['专业培训'], ['绩效奖金'], ['五险一金'], ['员工旅游'], ['年终奖金']], ['上海-浦东新区', '3-4年经验', '本科', '招5人', '09-03发布']]"
Java开发工程师,华君智慧信息科技（北京）有限公司,北京-朝阳区,1-2万/月,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['弹性工作']], ['北京-朝阳区', '3-4年经验', '本科', '招6人', '09-03发布', '英语', '计算机科学与技术', '软件工程']]"
JAVA高级软件开发工程师,南京朗赢信息技术有限公司,南京,1-1.5万/月,"[[], ['南京', '3-4年经验', '本科', '招5人', '09-03发布']]"
Java开发工程师,上海盈策信息技术有限公司,上海-宝山区,0.6-1万/月,"[[['五险一金'], ['员工旅游'], ['专业培训'], ['通讯补贴']], ['上海-宝山区', '1年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师,上海锐聘信息技术有限公司,上海-浦东新区,1.8-2.5万/月,"[[['五险一金'], ['绩效奖金'], ['节日福利'], ['带薪休假']], ['上海-浦东新区', '5-7年经验', '本科', '招3人', '09-03发布']]"
JAVA高级开发工程师,上海爱会客信息科技有限公司,上海-徐汇区,1.5-2.5万/月,"[[], ['上海-徐汇区', '5-7年经验', '本科', '招3人', '09-03发布']]"
Java开发工程师(可短期或者长期出差日本),南通苏慧信息技术有限公司,上海,1.5-2万/月,"[[['五险一金'], ['出国机会']], ['上海', '3-4年经验', '本科', '招若干人', '09-03发布']]"
JAVA开发工程师,北京科怡适达科技发展有限公司,北京-朝阳区,6-8千/月,"[[], ['北京-朝阳区', '无工作经验', '招若干人', '09-03发布', '普通话熟练', '英语熟练', '软件工程', '计算机应用']]"
JAVA工程师,广州日顺电子科技有限公司,广州-天河区,0.6-1.1万/月,"[[['五险'], ['午餐补贴'], ['单双休'], ['五险一金']], ['广州-天河区', '2年经验', '本科', '招2人', '09-03发布', '计算机应用', '计算机科学与技术']]"
JAVA中高级开发工程师,广东明世教育集团有限公司,广州-番禺区,0.8-1.5万/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['绩效奖金'], ['专业培训'], ['员工旅游']], ['广州-番禺区', '1年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师,北京博雅智学软件股份有限公司,北京-海淀区,1-2万/月,"[[['五险一金'], ['餐饮补贴'], ['定期体检'], ['年终奖金'], ['14薪']], ['北京-海淀区', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java软件工程师,南京远光广安信息科技有限公司,异地招聘,0.6-1.2万/月,"[[['五险一金'], ['员工旅游'], ['通讯补贴'], ['定期体检'], ['弹性工作'], ['餐饮补贴'], ['绩效奖金'], ['专业培训']], ['武汉', '1年经验', '本科', '招2人', '09-03发布', '计算机应用']]"
java后端开发,广州幽蓝信息科技有限公司,广州-天河区,0.8-1.5万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['弹性工作'], ['通讯补贴']], ['广州-天河区', '3-4年经验', '本科', '招3人', '09-03发布', '软件工程', '计算机科学与技术']]"
高级Java开发工程师,重庆米智信息技术有限公司,重庆,1-1.2万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['年终奖金'], ['定期体检']], ['重庆', '5-7年经验', '大专', '招3人', '09-03发布']]"
Java开发工程师,电讯盈科企业方案,北京,0.8-1.5万/月,"[[['周末双休'], ['带薪年假'], ['五险一金'], ['节日福利'], ['补充医疗保险'], ['通讯补贴'], ['交通补贴'], ['弹性工作'], ['定期体检']], ['北京', '2年经验', '本科', '招若干人', '09-03发布']]"
月薪15K  java开发（三年经验）,迪昆集团,广州,1.5-2万/月,"[[['做五休二'], ['交通补贴'], ['餐饮补贴'], ['免费班车'], ['带薪年假'], ['全勤奖'], ['节日福利'], ['专业培训'], ['五险一金'], ['加班补贴']], ['广州', '2年经验', '本科', '招若干人', '09-03发布']]"
java开发人员,青岛米果网络有限公司,青岛-市北区,6-8千/月,"[[['五险一金'], ['餐饮补贴'], ['绩效奖金'], ['年终奖金'], ['专业培训']], ['青岛-市北区', '1年经验', '大专', '招2人', '09-03发布']]"
高级Java后台工程师,上海聚鹏科技有限公司,上海-徐汇区,1.5-3万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['弹性工作'], ['下午茶'], ['定期体检']], ['上海-徐汇区', '3-4年经验', '本科', '招2人', '09-03发布']]"
Java高级软件开发工程师,上海亿业网络科技发展有限公司,上海-浦东新区,1-2万/月,"[[['绩效奖金'], ['专业培训'], ['补充医疗保险'], ['定期体检'], ['员工旅游'], ['五险一金'], ['年终奖金']], ['上海-浦东新区', '3-4年经验', '本科', '招2人', '09-03发布', '英语熟练', '计算机科学与技术', '软件工程']]"
Java开发工程师,昆山厚声电子工业有限公司,昆山,0.8-1万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['出国机会'], ['绩效奖金'], ['年终奖金']], ['昆山', '无工作经验', '招5人', '09-03发布']]"
Java高级开发工程师,云雀科技成都有限责任公司,成都-高新区,1.2-1.8万/月,"[[['五险一金'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['股票期权'], ['弹性工作'], ['定期体检']], ['成都-高新区', '2年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师(双休+五险）,沈阳远信华通科技有限公司,沈阳,3-4.5千/月,"[[['五险一金'], ['包吃'], ['周末双休'], ['弹性工作'], ['带薪年假'], ['交通补贴'], ['节日福利'], ['加班补贴'], ['餐饮补贴']], ['沈阳', '无工作经验', '大专', '招若干人', '09-03发布']]"
JAVA软件开发实习生,中高软信息技术（北京）有限公司,北京-海淀区,5-9千/月,"[[], ['北京-海淀区', '无工作经验', '大专', '招5人', '09-03发布']]"
Java软件工程师（金融）,江苏睿希信息科技有限公司,南京-玄武区,6-9千/月,"[[], ['南京-玄武区', '1年经验', '招2人', '09-03发布']]"
数学/应用数学转Java软件开发,西安利和时代互联网科技有限公司,西安-雁塔区,4.5-6千/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['专业培训'], ['绩效奖金']], ['西安-雁塔区', '无工作经验', '大专', '招10人', '09-03发布']]"
Java开发工程师,东莞市合景实业发展有限公司,东莞-莞城区,1-2万/月,"[[['五险一金'], ['弹性工作'], ['绩效奖金'], ['员工旅游'], ['提供午餐'], ['提供住宿']], ['东莞-莞城区', '5-7年经验', '大专', '招若干人', '09-03发布', '软件工程', '计算机科学与技术']]"
Java架构师,小码联城,武汉-江岸区,1.5-2.5万/月,"[[['五险一金'], ['弹性工作'], ['定期体检'], ['餐饮补贴'], ['绩效奖金'], ['年终奖金'], ['交通补贴'], ['员工旅游']], ['武汉-江岸区', '3-4年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,北京推题科技有限公司,北京-海淀区,1.3-1.8万/月,"[[], ['北京-海淀区', '1年经验', '本科', '招2人', '09-03发布']]"
JAVA开发经理,广州埃沃定制科技股份有限公司（I...,广州-越秀区,1.5-2万/月,"[[['五险一金'], ['专业培训']], ['广州-越秀区', '无工作经验', '大专', '招1人', '09-03发布']]"
Java开发主管,上海澜赢信息技术有限公司,上海-徐汇区,1.5-2万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴'], ['专业培训'], ['年终奖金'], ['带薪年假']], ['上海-徐汇区', '3-4年经验', '本科', '招2人', '09-03发布', '计算机应用', '软件工程']]"
Java工程师,广州正虹环境科技有限公司,广州,0.6-1万/月,"[[['五险一金'], ['周末双休'], ['免费班车'], ['通讯补贴'], ['年终奖金'], ['定期体检'], ['带薪假期'], ['节日福利'], ['全勤奖']], ['广州', '1年经验', '大专', '招若干人', '09-03发布']]"
Java开发工程师,北京荣码信息科技有限公司,北京-朝阳区,1.5-2.5万/月,"[[], ['北京-朝阳区', '3-4年经验', '本科', '招5人', '09-03发布', '软件工程', '计算机科学与技术']]"
高级java软件工程师,北京东方坦达科技有限公司,北京-海淀区,1-1.5万/月,"[[], ['北京-海淀区', '5-7年经验', '本科', '招若干人', '09-03发布', '英语良好']]"
JAVA开发工程师,山东百望九赋信息科技有限公司,济南,1-1.5万/月,"[[['绩效奖金'], ['通讯补贴'], ['弹性工作'], ['交通补贴']], ['济南', '无工作经验', '招1人', '09-03发布']]"
java开发工程师,南京新街口百货商店股份有限公司,南京,8-15万/年,"[[['五险一金'], ['定期体检'], ['餐饮补贴'], ['节日福利'], ['生日慰问']], ['南京', '3-4年经验', '招2人', '09-03发布']]"
Java开发工程师,琪昶科技有限公司,异地招聘,1-1.5万/月,"[[['员工旅游'], ['交通补贴'], ['年终奖金'], ['绩效奖金'], ['专业培训'], ['定期体检'], ['弹性工作'], ['通讯补贴']], ['昆山', '3-4年经验', '本科', '招3人', '09-03发布', '计算机工程']]"
Java后台开发工程师,苏州朗拓软件有限公司,苏州,1-2万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['定期体检']], ['苏州', '3-4年经验', '本科', '招2人', '09-03发布']]"
Java中级开发工程师,辽宁华夏天通安防工程股份有限公司,沈阳,6-8千/月,"[[['五险一金'], ['餐饮补贴'], ['做五休二']], ['沈阳', '2年经验', '本科', '招1人', '09-03发布']]"
Java高级开发工程师,深圳市百米生活股份有限公司,深圳-龙华新区,1-1.5万/月,"[[['五险一金'], ['周末双休'], ['办公环境好'], ['福利齐全']], ['深圳-龙华新区', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java高级开发工程师,广东南方网络电视传媒有限公司,广州-海珠区,0.8-1.5万/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['广州-海珠区', '3-4年经验', '大专', '招1人', '09-03发布']]"
JAVA开发工程师,云南紫牛科技有限公司,昆明,0.5-1万/月,"[[['五险一金'], ['绩效奖金'], ['年终奖金']], ['昆明', '2年经验', '本科', '招6人', '09-03发布']]"
初级JAVA开发工程师,无锡雅座在线科技股份有限公司,无锡,6-8千/月,"[[['五险一金'], ['餐饮补贴'], ['补充医疗保险'], ['专业培训'], ['绩效奖金'], ['弹性工作']], ['无锡', '无工作经验', '本科', '招10人', '09-03发布', '计算机科学与技术', '软件工程']]"
Java开发工程师,上海科旭网络科技股份有限公司,上海,0.8-1.2万/月,"[[['五险一金']], ['上海', '2年经验', '大专', '招1人', '09-03发布']]"
Java服务器开发工程师,上海米娱网络科技有限公司,广州-天河区,1-1.5万/月,"[[['五险一金'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['弹性工作'], ['定期体检'], ['专业培训']], ['广州-天河区', '无工作经验', '招若干人', '09-03发布']]"
Java开发工程师,南京思马特软件科技有限公司,异地招聘,0.5-1万/月,"[[], ['南京-浦口区', '无工作经验', '招2人', '09-03发布']]"
Java高级开发工程师,辽宁聚进科技有限公司,鞍山,0.8-1.5万/月,"[[['五险一金'], ['补充医疗保险'], ['交通补贴'], ['餐饮补贴'], ['绩效奖金'], ['项目奖金'], ['商业保险'], ['满勤奖']], ['鞍山', '5-7年经验', '招5人', '09-03发布']]"
